,SMILES
236,Cc1c(C)c2ccc(OCCCN3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O
237,O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1
238,CC(C)CNCCOC(=O)c1cccc(N)c1
239,Cc1cc(NC(=O)/C(C#N)=C(\O)C2CC2)ccc1C(F)(F)F
240,CCNC(C)C(O)c1ccc(O)c(O)c1
241,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](/N=C/c3ccco3)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
242,COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1
243,IC(I)I
244,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1
245,Nc1nc2c([nH]1)c(=O)n(CC1CC1)c(=O)n2CC1CC1
246,CCOc1ccc(/N=N/c2ccc(N)cc2N)cc1
247,O=C1c2ccccc2S(=O)(=O)N1CCCN1CCN(c2ncccn2)CC1
248,NS(=O)(=O)c1cc(S(=O)(=O)O)c(NCc2ccco2)cc1Oc1ccccc1
249,CCOc1cc(C(Nc2ncc(Cc3cc(OC)c(OC)c(OC)c3)c(N)n2)S(=O)(=O)O)ccc1O
250,CN1CCCC1COC(=O)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
251,Nc1cccc(-n2ccccc2=O)c1
252,C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
253,Oc1ccc(Cc2nccc3cc(O)c(O)cc23)cc1O
254,CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C
255,O=C1[N-]S(=O)(=O)c2ccccc21.[Na+]
256,CCCc1ncc(C[n+]2ccccc2C)c(N)n1
257,CC1(C)C(=O)Nc2cc3[nH]c(-c4ccncc4)nc3cc21
258,OC1CCN(c2ccc(-c3ccccc3Cl)nn2)CC1
259,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
260,NCCC[C@](N)(C(=O)O)C(F)F
261,CCCCCCCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1
262,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2)cc1
263,CCC(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@@]21C
264,N=C(N)NCCCOc1ccccc1
265,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1
266,Cc1ccccc1N1CCN(C2CCc3cc(O)ccc3C2)CC1
267,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc[nH]n3)CS[C@H]12
268,CCCCOC(=O)CC(c1ccccc1)N1CCCCC1
269,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1
270,CC1(C)S[C@@H]2[C@H](NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O
271,Cc1cc(O)ccc1/C=N/NC1=NCCN1
272,CCNC(=O)O/N=C/c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@]3(COC)OC)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1
273,CC(/C=C/C=C1/N(CCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc2C1(C)C)=C\C=C\C1=[N+](CCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc2C1(C)C.[H+].[H+].[H+]
274,CC(NC(=O)/C=C\C(=O)O)C(Cc1ccc(Cl)cc1)c1ccc(Cl)cc1
275,N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NCCOCCOCCOCCNC(=O)COCC(N)=O)CSCC(=O)N[C@@H](CCCCNC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCNC(=O)CO/N=C/c1ccc(F)cc1)C(=O)N2
276,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O
277,CCCOC(=O)c1ccc(O)cc1
278,CCCCCCOc1cc(C)c(O)c(C)c1C
279,CCC(C)CCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O
280,CCCCCCCCCCCCOCCCN
281,Cc1[nH]cnc1CSCCNc1nc(=O)c(Cc2ccc3c(c2)OCO3)c[nH]1
282,N=C(N)c1ccc(-c2ccccc2[N+](=O)[O-])o1
283,CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12
284,c1cc2c(c(N3CCNCC3)c1)OCCO2
285,CCC(Br)(C(N)=O)C(C)C
286,Nc1ccc(S(=O)(=O)Nc2cncc(Cl)n2)cc1
287,C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O
288,C[N+]1(CCF)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
289,C[N+](C)(C)CCO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
290,CCCC[C@H](C)C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)OC
291,Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN3CCN(C)CC3)C1O2
292,CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1
293,C[C@H](CCC(=O)N[C@@H](CCCCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
294,O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1
295,CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=N/O)c3ccccc3)cc21
296,Cc1nc(C)c(N(C)C)nc1C
297,CC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
298,O=C1CN(C(=O)CN2CC(c3ccc(Cl)cc3)CC2=O)CCN1
299,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1
300,CSc1ccc2ncn(/C=C/C(=O)O)c(=O)c2c1
301,CN(C)CCOC(C)(c1ccccc1)c1ccc(Br)cc1
302,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1
303,COc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(C)=O)cc1
304,O=c1c2ccccc2c(Cc2ccc(F)cc2)nn1C1CCCN(CCc2ccccc2)CC1
305,CCCOC(=O)C[N+](C)(C)CCOCCCCCCCCCCOCC[N+](C)(C)CC(=O)OCCC
306,ClC(Cl)(Cl)Cl
307,O=C(O)c1ccc(NC2OC[C@@H](O)[C@H](O)[C@H]2O)cc1
308,COc1cc2ccnc(Cc3ccc(OC(=O)c4cccnc4)c(OC(=O)c4cccnc4)c3)c2cc1OC
309,CCc1nc2ccccc2c(=O)n1-c1c(Cl)cccc1Cl
310,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2
311,O=C(O)CCC/C=C\CC1C(O)CC(O)C1/C=C/C(O)COc1cccc(Cl)c1
312,O=C(COc1ccc(Cl)cc1)NC12CC(c3nnc([C@H]4C[C@@H](OC(F)(F)F)C4)o3)(C1)C2
313,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(=O)CC)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)C[C@@H]1OC
314,CN(C)C(C)(CO)Cc1ccc(Cl)c(Cl)c1
315,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(NC(=O)C(C)(C)CO)cc3)cccc12
316,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1
317,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1
318,C=CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
319,NC(Cc1ccc(Cl)cc1)C(=O)O
320,CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12
321,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
322,CC(=O)N1CC2(CCN(C(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H](N)Cc3ccccc3)CC2)C1
323,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
324,N=O
325,CCN(CC)C(=O)CSc1ccc(Cl)nn1
326,CCOc1ccc2nc3cc(N)ccc3c(N)c2c1
327,C=CCc1ccc(O)c(OC)c1
328,CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2CCCc2ccc(C(=O)O)s2)cc1
329,CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C
330,C=CCc1c(O)ccc2nc3c(cc12)Cn1c-3cc2c(c1=O)COC(=O)[C@]2(O)CC
331,CC(C)C
332,CCC1=C2CC[C@]3(C)[C@@H](OC(C)=O)CC[C@H]3[C@@H]2CCC1=O
333,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O
334,O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O
335,CC(C)NCC(O)c1cccc(O)c1
336,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1
337,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
338,CCOP(=O)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O
339,O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1
340,[O-][n+]1ccccc1SSc1cccc[n+]1[O-]
341,CC(C)NCC(O)c1ccc(O)c2ncccc12
342,CN(C)C1=NC(=O)C(c2ccccc2)O1
343,Nc1ncnc(Nc2ccc(Cl)cc2)n1
344,Cc1ccc(Nc2nccs2)c(O)c1
345,NC(=S)NS(=O)(=O)c1ccc(N)cc1.NCc1ccc(S(N)(=O)=O)cc1
346,CCN(C)C(=O)c1ccc(-c2ccc3c(n2)Oc2ccccc2[C@H]3C(C)(C)C(=O)Nc2nncs2)cc1F
347,CCOCCOCCO
348,Oc1ccc(Cl)c2cccnc12
349,CCCNC(C)(C)COC(=O)c1ccccc1
350,NC(=N/Cl)/N=N/C(N)=N\Cl
351,CC1(c2ccccc2)OC(C(=O)O)=CC1=O
352,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCC(NC=O)C(=O)O)NC1C(=O)O
353,COc1ccccc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1
354,CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O
355,C=CC(C)NC(=S)NNC(=S)NC
356,NC(=O)OCC(O)c1ccccc1
357,CNC(=O)Nc1c(OCCN2CCCCC2)c(OC)c2occc2c1OC
358,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2
359,CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C
360,CCCCCCCCC/C=C\C=C\[C@@H](SCCC(=O)O)[C@@H](O)c1cccc(-c2nnn[nH]2)c1
361,CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
362,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C
363,CC1=CCC2CC1C2(C)C
364,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCOc2ccc(-n3ccnc3)cc2)cc1
365,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
366,NC(=O)CN1Cc2ccccc2OC1=O
367,N=C(N)c1ccc2cc(OC(=O)c3ccc(NC4=NCCN4)cc3)ccc2c1
368,CC1(C)S[C@@H]2[C@H](NC(=O)CCC[C@@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O
369,Cc1ccc2c(Br)cc(Br)c(O)c2n1
370,CCn1nnc(C2=CCCN(C)C2)n1
371,C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2Cc1ccc(OC)c(OCC)c1
372,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
373,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
374,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21
375,O=C(Nc1ccc(Br)cc1)c1cc(Br)c(Br)s1
376,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1
377,C[C@@H]1C(=O)C[C@H]2C[C@@H]1OO[C@@]2(C)/C=C\c1ccc(C(F)(F)F)cc1C(F)(F)F
378,O=C(O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1
379,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21
380,CC1c2ccccc2CN1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
381,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21
382,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
383,O=C(O)c1ccc(OCCc2c(CCNS(=O)(=O)Cc3ccc(Cl)c(Cl)c3)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1
384,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
385,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
386,OC(C#CCN1CCCC1)(c1ccccc1)c1ccccc1
387,Cc1ccccc1-n1c(/C=C/c2ccccn2)nc2ccccc2c1=O
388,CCn1ccnc1CC1COc2ccccc2O1
389,CC(C)(C)NCC(O)c1ccc(O)c(O)c1
390,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C)cc3)CC2)nc2ccccc21
391,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O
392,N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21
393,C/C(=C\c1ccccc1)c1ccc2c(c1)C(C)(C)CCC2(C)C
394,C#CC[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
395,CC(C)(C)c1ccc(CCC(O)COc2ccc(C(=O)O)cc2)cc1
396,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1
397,O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+]
398,CC(=O)NC(=N)/N=C(\NS(=O)(=O)c1ccc(C(F)(F)F)cc1)N1N=C(c2ccc(Cl)cc2)C[C@H]1c1ccccc1
399,CCCn1cc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nc21
400,Nc1nc2c(ncn2C[C@H](CO)CCO)c(=O)[nH]1
401,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CC(F)(F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
402,NCC1Cc2ccc(F)cc2C(c2ccccc2)O1
403,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
404,COc1ccccc1OC1(C)OC(=O)c2ccccc2O1
405,COc1cc(C(=O)OCc2cccc(COC(=O)c3cc(OC)c(OC)c(OC)c3)n2)cc(OC)c1OC
406,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Oc2c(C)c(C)c3c(c2C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O3)C(C)(C)CCC1
407,CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1
408,Cc1noc(C)c1-c1cnc2c(-c3ccc(C(=O)O)cc3)cn([C@@H](C)c3ccccn3)c2c1
409,C#CCOc1ccc(N)cc1C(=O)NCCCC
410,CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1
411,c1ccc2c(SC3=NCCN3)c[nH]c2c1
412,Cc1ccc2c([nH]c(=O)c3c(=O)cc(C(=O)OCCC(C)C)oc32)c1C
413,CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1
414,O=S(=O)(Nc1nncs1)c1cc(Cl)c(Oc2ccc(C(F)(F)F)cc2-c2ccnnc2)cc1F
415,CC(O)(C(=O)O)P(=O)(O)C(C)(O)C(=O)O
416,C[C@@H](COc1ccccc1)N[C@@H](CO)[C@H](O)c1ccccc1
417,O=C1CCN=C2CC(c3ccccc3)CN12
418,CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1
419,COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccc(CN3CCCCC3)o2)C1c1ccccc1F
420,CCP(=O)(CC)c1ccc(-n2ccn(-c3c4c(nn3-c3cc(C)c(F)c(C)c3)CCN(C(=O)c3cc5cc(C6CCOCC6)ccc5n3[C@@]3(c5nc(=O)o[nH]5)C[C@@H]3C)[C@H]4C)c2=O)cc1NC
421,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1CC
422,CCOCCn1c(CN2CCN(CCCCn3cccn3)CC2)nc2ccccc21
423,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC[C@@]2(O)OC[C@@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O
424,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4c3c(cn4C)C[C@H]21
425,O=C1C(O)=C(O)C(=O)C(O)=C1O
426,O=C(O)Cc1cscc1Nc1c(Cl)cccc1Cl
427,CN(C)CCC(=C1CC2CCC1C2)c1ccccc1
428,COc1cc(/C=C/C(=O)N2CCN(CC(=O)NC(C)C)CC2)cc(OC)c1OC
429,CN(C)[C@@H]1C(O)=C(C(=O)NCN[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
430,O=C(c1c(I)c(C(=O)N(CCO)CCO)c(I)c(C(=O)N(CCO)CCO)c1I)N(CCO)CCO
431,CC1(C)C(=O)N(C(=O)NCC2CCN(CC3(O)CCOCC3)CC2)c2cc(F)ccc21
432,CCCCC(=N)NC(=O)Nc1ccc(Cl)cc1
433,Cc1cc(C)n(O)c(=O)c1
434,Cc1c(N)c(O)c2c(COC(N)=O)c3n(c2c1O)C[C@@H]1N[C@H]31
435,COc1cc(Cc2cnc(N3C(=O)c4ccccc4C3=O)nc2N)cc(OC)c1OC
436,CCCCCC(N)C(O)(c1ccccc1)c1ccccc1
437,CCCCCCOCC(O)COc1ccccc1C(=O)O
438,CCOP(=O)(OCC)[C@H](NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32)C(C)C
439,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1
440,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
441,C=C/C=C\[C@H](C)[C@H](OC(N)=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C\[C@H](C)[C@@H](O)[C@@H](C)/C=C\[C@@H](O)C[C@@H]1OC(=O)[C@H](C)[C@@H](O)[C@H]1C
442,CC[C@@H](N)Cc1cc(OC)c(C)cc1OC
443,O=C1CCCC(=O)C1C(=S)Nc1ccc(Cl)cc1
444,CCCNC(=O)c1cn(COC)c2ccccc2c1=O
445,C[C@]12C=CC(=O)C1C(=O)CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
446,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)c3cccnc3)CC[C@@H]12
447,Nc1ccc(/C=C/c2ccc([N+](=O)[O-])o2)nn1
448,CC1NC(C2CC2)CC1c1ccc(Cl)cc1
449,CC(=O)Nc1ccc(OC(=O)[C@@H]2CCC(=O)N2)cc1
450,CC(C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CCC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)c1ccccc1)C(C)C
451,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
452,[AsH3]
453,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1
454,CN1c2c([nH]c(N)nc2=O)NCC1CCNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
455,COC[C@H]1C[C@@](Cn2cccn2)(C(=O)O)N(C(=O)c2ccc(C(C)(C)C)c(OC)c2)[C@H]1c1nccs1
456,Cc1cc2c(s1)CCC(CN[C@H]1CC[C@H](Oc3ccccc3)[C@H]1O)C2=O
457,CCCCCCCC(=O)OCC(O)CO
458,CCN(CCCCCC(C)(C)F)CCC[C@H](O)c1ccc(NS(C)(=O)=O)cc1
459,C[C@@H]1O[C@@H](CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O
460,COC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3F)c[nH]c12)N1CCN(C)CC1
461,CCCNC(=O)c1ccc2c(c1)N([C@H](C)CN1CCCC1)c1ccccc1S2
462,C[N+](C)(C)CCO.C[N+](C)(C)CCO.O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O.O=S(=O)([O-])[O-].[Mg+2]
463,CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1
464,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2
465,C=CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1
466,O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1CCN1CCCC1
467,CC(C)NCC(O)COc1ccccc1C1CCCCC1
468,Oc1ccc(Cl)cc1Cc1ccccc1
469,O=C(O)CCC[C@H]1CC[C@@H]2[C@@H](/C=C/[C@@H](O)COc3cc(F)ccc3F)[C@H](O)C[C@@H]2OC1
470,CN[C@@H](C)CC1CCCCC1
471,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
472,Cc1ccc(O)c2ncccc12
473,C/C=C/c1ccc(OC)cc1
474,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc2c1OCO2
475,C=CCN1CCN(CC(C)(C)COC(=O)C2=C(C)NC(C)=C(C(=O)OC)C2c2cccc([N+](=O)[O-])c2)CC1
476,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12
477,O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1
478,CCCCCNCC(N)=O
479,Oc1cccc(O)c1O
480,O=S(=O)(O)c1cc(S(=O)(=O)O)c2nc(-c3ccc(-c4nc5c(S(=O)(=O)O)cc(S(=O)(=O)O)cc5[nH]4)cc3)[nH]c2c1
481,C[N+](C)(C)C1CCC(C(O)(c2cccs2)c2cccs2)CC1
482,COc1cccc(OC(C)CNC(=N)Cc2cccc(C)c2)c1
483,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2]
484,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O
485,CCN(CC)CCOC(=O)C(c1ccccc1)N1CCCCC1
486,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)oc12
487,CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1
488,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)O
489,CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1
490,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1C1(C(F)(F)F)CC1(F)F
491,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2OC)cc1
492,OC(c1ccccc1)(c1ccccc1)C1CC1c1ccncc1
